,alpha,estimator
0,0.7520500691647979,0
1,0.35026560911946303,0
2,0.6332881679214963,0
3,0.24598665574385228,0
4,0.6029759372054514,0
5,0.10138769232705913,0
6,0.7372395702281537,0
7,0.6629747827120277,0
8,0.4842722995376879,0
9,0.42444750707538514,0
10,0.6839629586611669,0
11,0.6671514365065292,0
12,0.5343643670490408,0
13,0.5100127628346826,0
14,0.5240349273299597,0
15,0.1299225964640825,0
16,0.6474770924437508,0
17,0.5111676666882521,0
18,0.6130175119959211,0
19,0.6144481499439614,0
20,0.10159923674415446,0
21,0.7418706438873007,0
22,0.46840556826688373,0
23,0.8556063532819721,0
24,0.15220867178983186,0
25,0.6885073952284971,0
26,0.8586052548144537,0
27,0.47399826191872163,0
28,0.3665047514318076,0
29,0.15538198905481773,0
30,0.883981479692132,0
31,0.7291772630255214,0
32,0.5441476009674145,0
33,0.29949886950654925,0
34,0.32212908258579354,0
35,0.8501273921438535,0
36,0.6641526000952755,0
37,0.8273873305885716,0
38,0.5147015476196455,0
39,0.40085264351042393,0
40,0.23793348760227293,0
41,0.25605664709675946,0
42,0.8499956764698118,0
43,0.8131405013546531,0
44,0.3862950452340068,0
45,0.5187204733626549,0
46,0.1709426226195383,0
47,0.2317510506062618,0
48,0.8070043707410595,0
49,0.4206166818667535,0
50,0.1701842721638486,0
51,0.23436675059541676,0
52,0.8170791942090191,0
53,0.8474840092579047,0
54,0.6487331917852863,0
55,0.42510790058185133,0
56,0.3172850847849791,0
57,0.28433675578526396,0
58,0.3516281589326907,0
59,0.22089195898530117,0
60,0.8692039442413197,0
61,0.468299974805755,0
62,0.7438369942894715,0
63,0.2257192396461033,0
64,0.329197431446551,0
65,0.418484926590483,0
66,0.29635786195767466,0
67,0.6946081044788589,0
68,0.8107658339122805,0
69,0.1728860879047603,0
70,0.3580099731563122,0
71,0.6574315370662972,0
72,0.20590076817631459,0
73,0.5981193957223437,0
74,0.5669216141107593,0
75,0.7968941455179629,0
76,0.3166392035125237,0
77,0.7264591608027431,0
78,0.27036320959242766,0
79,0.4106498621888359,0
80,0.5307944354659678,0
81,0.2681803298216674,0
82,0.7650623994605237,0
83,0.8846854917246038,0
84,0.38986889705559824,0
85,0.2881414411910431,0
86,0.6633063161150872,0
87,0.6078175615639778,0
88,0.6270475881130363,0
89,0.30824207964440853,0
90,0.689576121601786,0
91,0.7226700758799749,0
92,0.13230764386484983,0
93,0.10185537005332429,0
94,0.331648482954897,0
95,0.49644776408429503,0
96,0.7687939582017692,0
97,0.5936746480574758,0
98,0.5635048304571326,0
99,0.4470835990032799,0
100,0.3439872902944625,0
101,0.7690564631223916,0
102,0.12115641893057605,0
103,0.2800653640532083,0
104,0.31137589704116203,0
105,0.17946443409458723,0
106,0.25490833218691256,0
107,0.8954947137622415,0
108,0.4215137135089233,0
109,0.1313164113767881,0
110,0.4418369335395502,0
111,0.3906830418250923,0
112,0.19787301835886417,0
113,0.7182172840242825,0
114,0.7817075251485485,0
115,0.1446040141322496,0
116,0.6511950426193515,0
117,0.8722912529105326,0
118,0.7303989688896044,0
119,0.8887460144605591,0
120,0.7359231229934001,0
121,0.13434206221825484,0
122,0.8896674474560813,0
123,0.8057431976082338,0
124,0.5327537498136682,0
125,0.6627207341344499,0
126,0.44522028638203537,0
127,0.34895227696791253,0
128,0.7522445085592853,0
129,0.8283730828474081,0
130,0.8023485662749681,0
131,0.5436686323458372,0
132,0.2693881635734983,0
133,0.6221881733899259,0
134,0.8841451597378802,0
135,0.32585831952559197,0
136,0.4055285100486018,0
137,0.8178123323238642,0
138,0.42691424476715,0
139,0.165618554427241,0
140,0.8282696107762059,0
141,0.7189487901384831,0
142,0.40422242072548464,0
143,0.6736236798671251,0
144,0.3580254371439764,0
145,0.19125659580748514,0
146,0.8741370393388675,0
147,0.7570564703283965,0
148,0.5758601307164338,0
149,0.24976283563025448,0
150,0.37278609327374157,0
151,0.32623441690496713,0
152,0.30606781238484637,0
153,0.6070059213627114,0
154,0.7360172134184073,0
155,0.5672851556572277,0
156,0.2594252063888003,0
157,0.7153227391076561,0
158,0.5334958102017646,0
159,0.30202054477859197,0
160,0.1048487612119228,0
161,0.3413171024322253,0
162,0.5356414506689422,0
163,0.21476634923241253,0
164,0.6987567327452574,0
165,0.17927108257008284,0
166,0.2205148906087745,0
167,0.27432376074667253,0
168,0.5581016853573177,0
169,0.3596307823935424,0
170,0.7268219295475018,0
171,0.6388738691692901,0
172,0.6576674194306827,0
173,0.1429162095624463,0
174,0.18260072928060123,0
175,0.8589362070062604,0
176,0.35130065729240256,0
177,0.6322389565007261,0
178,0.3114293689942613,0
179,0.7482036463961519,0
180,0.30471017263876365,0
181,0.8215060168552343,0
182,0.7711399813350807,0
183,0.41995398616136115,0
184,0.3024367525635415,0
185,0.4158334474957519,0
186,0.3204771457090019,0
187,0.3971854378596932,0
188,0.6136199088987866,0
189,0.6062411630242148,0
190,0.6267486578185569,0
191,0.3435606678596013,0
192,0.5187277030911792,0
193,0.8913374470596341,0
194,0.2382138695497945,0
195,0.335396639936705,0
196,0.12884004589291287,0
197,0.8810245558196543,0
198,0.30208621978651157,0
199,0.4658777687640704,0
200,0.6821817508867748,0
201,0.5610786663185534,0
202,0.8191599422899701,0
203,0.8419499146543922,0
204,0.17187527977151779,0
205,0.277366556673144,0
206,0.2631278249965212,0
207,0.5843656233414566,0
208,0.5497565542752815,0
209,0.30476076664065943,0
210,0.7239458842707153,0
211,0.3149092356587738,0
212,0.7575925271599431,0
213,0.160523076977951,0
214,0.2756546337303629,0
215,0.11436212077643573,0
216,0.37708992791304263,0
217,0.5767150899667625,0
218,0.55328624973127,0
219,0.23450793353658678,0
220,0.10529297739041975,0
221,0.5831774918925592,0
222,0.7396392825551027,0
223,0.10142424802668684,0
224,0.7429173974648317,0
225,0.5762194635305876,0
