id,f1,f2,,,,,,id,클러스터1,클러스터2,클러스터3,,최저값,클러스터
1,1.44305057,61.87200686,,중심점,f1,f2,,1,871.0389532,0,1467.611959,,0,2
2,1.032070956,78.05965892,,4,0.726376446,32.3673406,,2,2087.881403,262.2089836,2968.216042,,262.2089836,2
3,0.090928894,23.5864518,,1,1.44305057,61.87200686,,3,77.50780158,1467.611959,0,,0,3
4,0.726376446,32.3673406,,3,0.090928894,23.5864518,,4,0,871.0389532,77.50780158,,0,1
5,0.38019287,84.01963237,,,,,,5,2668.079089,491.6469824,3652.252988,,491.6469824,2
6,0.864448959,32.77522885,,,,,,6,0.185436845,846.9572705,85.03195688,,0.185436845,1
7,0.881085668,3.780981851,,,,,,7,817.2038412,3374.882991,392.8809877,,392.8809877,3
8,1.673350949,28.89561677,,,,,,8,12.94962701,1087.495342,30.69129223,,12.94962701,1
9,0.60316602,48.65219823,,,,,,9,265.2117689,175.4687463,628.5540307,,175.4687463,2
10,0.998357338,50.7753597,,,,,,10,338.929141,123.3333302,740.0601391,,123.3333302,2
11,0.702231389,81.62373176,,,,,,11,2426.192654,390.6794497,3368.699556,,390.6794497,2
12,1.426392485,65.06207016,,,,,,12,1069.435364,10.17678133,1722.010381,,10.17678133,2
13,0.980790585,30.33952275,,,,,,13,4.176771769,994.5112385,46.39582104,,4.176771769,1
14,1.361691593,32.25010413,,,,,,14,0.417369725,877.4637408,76.67370943,,0.417369725,1
15,1.070800069,22.70653945,,,,,,15,93.44970638,1534.072408,1.734393266,,1.734393266,3
16,0.681026,57.36759771,,,,,,16,625.0149124,20.87038325,1141.514033,,20.87038325,2
17,0.398624888,38.04333395,,,,,,17,32.32432167,568.8964776,209.0961183,,32.32432167,1
18,1.682680394,74.59979948,,,,,,18,1784.495101,162.0541275,2604.895314,,162.0541275,2
19,1.657390088,44.93501689,,,,,,19,158.8132739,286.9075706,458.2150321,,158.8132739,1
20,0.958756153,58.61631912,,,,,,20,689.0628737,10.83404377,1227.844728,,10.83404377,2
21,0.850436657,83.008333,,,,,,21,2564.525502,447.0954737,3531.536816,,447.0954737,2
22,0.582591502,48.81874891,,,,,,22,270.6695097,171.1279329,636.9105494,,171.1279329,2
23,1.038102352,55.31549621,,,,,,23,526.7150189,43.15181503,1007.629396,,43.15181503,2
24,1.412279267,84.06243069,,,,,,24,2672.852802,492.4158565,3659.089989,,492.4158565,2
25,0.398810871,18.45487106,,,,,,25,193.6641078,1886.138118,26.42791223,,26.42791223,3
26,1.978340048,90.99211352,,,,,,26,3438.431413,848.2671467,4547.085552,,848.2671467,2
27,0.293158079,21.12644297,,,,,,27,126.5454576,1661.52323,6.092540108,,6.092540108,3
28,0.746482319,54.89717544,,,,,,28,507.5938624,49.13348067,980.791165,,49.13348067,2
29,1.846531183,29.58312304,,,,,,29,9.006614008,1042.734815,39.04220537,,9.006614008,1
30,1.250206646,45.58591931,,,,,,30,175.0052213,265.2738365,485.3204955,,175.0052213,1
31,1.980810594,90.78089964,,,,,,31,3413.717485,836.0132674,4518.665473,,836.0132674,2
32,1.38590473,53.27494781,,,,,,32,437.5630168,73.91269003,883.0837574,,73.91269003,2
33,0.027221273,24.35018265,,,,,,33,64.76363947,1409.891865,0.587343469,,0.587343469,3
34,0.704089212,23.84304438,,,,,,34,72.66412273,1446.748051,0.441805325,,0.441805325,3
35,0.02902239,21.6095169,,,,,,35,116.2170734,1623.067574,3.912104028,,3.912104028,3
36,0.110012751,21.04939034,,,,,,36,128.4759022,1668.263009,6.437045062,,6.437045062,3
37,1.10254008,26.32450725,,,,,,37,36.65733392,1263.740676,8.520304826,,8.520304826,3
38,0.334898361,86.00234368,,,,,,38,2876.866811,583.5011563,3895.80308,,583.5011563,2
39,1.247348884,84.80007483,,,,,,39,2749.463032,525.7346,3748.444951,,525.7346,2
40,0.590619228,28.61030068,,,,,,40,14.13377895,1107.067737,25.48874797,,14.13377895,1
41,0.745700718,76.86509608,,,,,,41,1980.050617,225.2790212,2839.042662,,225.2790212,2
42,0.131103879,71.37410696,,,,,,42,1521.882172,92.01111047,2283.6616,,92.01111047,2
43,0.027153121,75.74197366,,,,,,43,1881.847706,194.3807445,2720.202527,,194.3807445,2
44,0.606875303,78.93575869,,,,,,44,2168.631844,291.8708154,3063.811973,,291.8708154,2
45,0.091679735,72.34376557,,,,,,45,1598.517393,111.4839336,2377.275646,,111.4839336,2
46,1.869771309,15.15573122,,,,,,46,297.5468491,2182.5925,74.24132988,,74.24132988,3
47,0.436693538,32.28606512,,,,,,47,0.090521891,876.3407034,75.80282499,,0.090521891,1
48,0.243256388,15.02005885,,,,,,48,301.1615891,2196.544539,73.40629197,,73.40629197,3
49,0.838013602,65.74021208,,,,,,49,1113.761014,15.32908135,1777.497641,,15.32908135,2
50,0.583189509,17.47476695,,,,,,50,221.8092523,1971.854273,37.59501228,,37.59501228,3
51,0.270880013,19.64546963,,,,,,51,162.0534778,1784.45443,15.56372287,,15.56372287,3
52,0.636828814,18.08001958,,,,,,52,204.1355607,1918.388144,30.61880258,,30.61880258,3
53,0.637918358,17.67639498,,,,,,53,215.831708,1953.900348,35.22796915,,35.22796915,3
54,0.314460189,19.8901407,,,,,,54,155.8501922,1763.750803,13.712682,,13.712682,3
55,0.570731002,18.47238226,,,,,,55,193.0940926,1884.288357,26.38391732,,26.38391732,3
56,0.738347725,15.59162632,,,,,,56,281.4247329,2142.370229,64.33638572,,64.33638572,3
57,0.767774519,18.95453616,,,,,,57,179.9050366,1842.365289,21.91276252,,21.91276252,3
58,0.492535697,8.616874422,,,,,,58,564.139325,2837.01261,224.249535,,224.249535,3
59,0.155893017,19.01559535,,,,,,59,178.5945525,1838.328782,20.89694908,,20.89694908,3
60,0.596817598,18.26927832,,,,,,60,198.7721453,1901.914046,28.5282572,,28.5282572,3
61,0.821219069,19.84970985,,,,,,61,156.7000747,1766.260121,14.49656419,,14.49656419,3
62,0.483246321,13.31408976,,,,,,62,363.0854798,2358.792538,105.675335,,105.675335,3
63,0.364726191,12.66535212,,,,,,63,388.2991407,2422.457654,119.3453832,,119.3453832,3
64,0.402214218,13.52789652,,,,,,64,355.0297341,2338.236345,101.2714329,,101.2714329,3
65,0.426408266,18.75949992,,,,,,65,185.2633088,1859.721816,23.4120109,,23.4120109,3
66,0.096140213,14.20203588,,,,,,66,330.3754932,2274.240301,88.0672894,,88.0672894,3
67,0.25649065,18.02617584,,,,,,67,205.8897991,1923.864822,30.94407945,,30.94407945,3
68,0.426088027,16.79829128,,,,,,68,242.4854698,2032.674049,46.19145497,,46.19145497,3
69,0.849695436,14.47534588,,,,,,69,320.1386825,2246.795542,83.58797781,,83.58797781,3
70,0.380840711,14.60202174,,,,,,70,315.7259489,2235.579783,80.80403238,,80.80403238,3
71,0.395463789,18.41981394,,,,,,71,194.6430029,1889.190508,26.78688829,,26.78688829,3
72,0.646104543,18.76201905,,,,,,72,185.1112179,1859.106172,23.58337138,,23.58337138,3
73,0.841908219,19.23951961,,,,,,73,172.3530315,1817.890342,19.45978948,,19.45978948,3
74,0.996920417,17.77021357,,,,,,74,213.1493113,1945.167203,34.64944778,,34.64944778,3
75,0.493390711,19.66576573,,,,,,75,161.3842864,1782.268644,15.5337548,,15.5337548,3
76,0.798158727,13.17808688,,,,,,76,368.2326108,2371.513728,108.8342344,,108.8342344,3
77,0.444153987,19.30058788,,,,,,77,170.8196761,1813.323508,18.49339754,,18.49339754,3
78,0.588618256,18.22292463,,,,,,78,200.0834802,1905.972434,29.0151184,,29.0151184,3
79,0.469257438,10.25121091,,,,,,79,489.1893025,2665.654848,177.9717822,,177.9717822,3
80,0.388718545,19.75654702,,,,,,80,159.1461274,1774.823573,14.7568493,,14.7568493,3
81,0.916768069,19.54236563,,,,,,81,164.5162318,1792.0755,17.03664331,,17.03664331,3
82,0.207834187,16.17751141,,,,,,82,262.3794553,2089.512674,54.90606466,,54.90606466,3
83,0.545323274,19.847216,,,,,,83,156.7863003,1766.888962,14.18835868,,14.18835868,3
84,0.456326357,18.41346686,,,,,,84,194.7835194,1889.618324,26.89328857,,26.89328857,3
85,0.340028311,18.46625782,,,,,,85,193.3893671,1885.275708,26.27843691,,26.27843691,3
86,0.881648521,19.88607815,,,,,,86,155.8060217,1763.133382,14.31800271,,14.31800271,3
87,0.277435298,15.30109499,,,,,,87,291.4582872,2170.208491,68.68192215,,68.68192215,3
88,0.0756775,14.14641247,,,,,,88,332.4256308,2279.602069,89.11457519,,89.11457519,3
89,0.016887165,15.40594126,,,,,,89,288.1924423,2161.129194,66.92623485,,66.92623485,3
90,0.76825269,19.19957496,,,,,,90,173.3918054,1821.391796,19.70345595,,19.70345595,3
91,0.163681219,18.60690336,,,,,,91,189.6662588,1873.505967,24.80119558,,24.80119558,3
92,0.182985908,16.4122246,,,,,,92,254.8609997,2068.179566,51.47801045,,51.47801045,3
93,0.686548876,15.94112698,,,,,,93,269.82208,2110.218021,58.80575482,,58.80575482,3
94,0.422129646,12.30114792,,,,,,94,402.7446546,2458.312336,127.4677776,,127.4677776,3
95,0.06409245,5.268300781,,,,,,95,734.796579,3205.881067,335.5553771,,335.5553771,3
96,0.381667839,15.93129816,,,,,,96,270.2623151,2111.67525,58.6859065,,58.6859065,3
97,0.449249537,17.73440064,,,,,,97,214.199731,1949.115923,34.37489649,,34.37489649,3
98,0.35412086,16.66745363,,,,,,98,246.6250249,2044.6374,47.94180569,,47.94180569,3
99,0.673017835,17.40483875,,,,,,99,223.8793087,1977.92199,38.55116752,,38.55116752,3
100,0.374732189,7.865145312,,,,,,100,600.4812274,2917.882398,247.2400221,,247.2400221,3
101,0.236693782,93.18353752,,,,,,101,3698.849597,981.8672487,4843.775587,,981.8672487,2
102,0.237939635,43.92983021,,,,,,102,133.9297366,323.3739953,413.8746572,,133.9297366,1
103,0.243441672,12.57408324,,,,,,103,392.0062627,2431.724335,121.2955215,,121.2955215,3
104,0.691870839,76.97318495,,,,,,104,1989.682542,228.6098508,2850.504408,,228.6098508,2
105,0.352975376,57.76612701,,,,,,105,645.2377799,18.04651324,1168.318866,,18.04651324,2
106,0.910647574,33.63131049,,,,,,106,1.631575743,797.8203844,101.5711248,,1.631575743,1
107,0.998197969,52.50450089,,,,,,107,405.5791116,87.94806196,837.0767001,,87.94806196,2
108,0.314703639,6.310723624,,,,,,108,679.1167625,3088.329362,298.5008593,,298.5008593,3
